iter 100 eval tensor(5.7508, device='cuda:0', dtype=torch.float64) best tensor(5.7508, device='cuda:0', dtype=torch.float64) error tensor(20.8265, device='cuda:0', dtype=torch.float64) time 37
iter 29000 eval tensor(4.8555, device='cuda:0', dtype=torch.float64) best tensor(4.8502, device='cuda:0', dtype=torch.float64) error tensor(2.0025, device='cuda:0', dtype=torch.float64) time 8140
iter 29100 eval tensor(4.8516, device='cuda:0', dtype=torch.float64) best tensor(4.8502, device='cuda:0', dtype=torch.float64) error tensor(1.9340, device='cuda:0', dtype=torch.float64) time 8168
iter 29200 eval tensor(4.8582, device='cuda:0', dtype=torch.float64) best tensor(4.8502, device='cuda:0', dtype=torch.float64) error tensor(2.0725, device='cuda:0', dtype=torch.float64) time 8197
iter 29300 eval tensor(4.8543, device='cuda:0', dtype=torch.float64) best tensor(4.8502, device='cuda:0', dtype=torch.float64) error tensor(1.9855, device='cuda:0', dtype=torch.float64) time 8225
iter 29400 eval tensor(4.8539, device='cuda:0', dtype=torch.float64) best tensor(4.8502, device='cuda:0', dtype=torch.float64) error tensor(1.9810, device='cuda:0', dtype=torch.float64) time 8253
iter 29500 eval tensor(4.8537, device='cuda:0', dtype=torch.float64) best tensor(4.8502, device='cuda:0', dtype=torch.float64) error tensor(1.9670, device='cuda:0', dtype=torch.float64) time 8282
iter 29600 eval tensor(4.8531, device='cuda:0', dtype=torch.float64) best tensor(4.8502, device='cuda:0', dtype=torch.float64) error tensor(1.9625, device='cuda:0', dtype=torch.float64) time 8310
iter 29700 eval tensor(4.8529, device='cuda:0', dtype=torch.float64) best tensor(4.8502, device='cuda:0', dtype=torch.float64) error tensor(1.9520, device='cuda:0', dtype=torch.float64) time 8338
iter 29800 eval tensor(4.8531, device='cuda:0', dtype=torch.float64) best tensor(4.8502, device='cuda:0', dtype=torch.float64) error tensor(1.9615, device='cuda:0', dtype=torch.float64) time 8367
iter 29900 eval tensor(4.8498, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(1.8905, device='cuda:0', dtype=torch.float64) time 8395
iter 30000 eval tensor(4.8565, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(2.0410, device='cuda:0', dtype=torch.float64) time 8424
iter 30100 eval tensor(4.8571, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(2.0465, device='cuda:0', dtype=torch.float64) time 8452
iter 30200 eval tensor(4.8597, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(2.1035, device='cuda:0', dtype=torch.float64) time 8480
iter 30300 eval tensor(4.8514, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(1.9320, device='cuda:0', dtype=torch.float64) time 8508
iter 30400 eval tensor(4.8520, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(1.9410, device='cuda:0', dtype=torch.float64) time 8536
iter 30500 eval tensor(4.8533, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(1.9660, device='cuda:0', dtype=torch.float64) time 8564
iter 30600 eval tensor(4.8555, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(2.0060, device='cuda:0', dtype=torch.float64) time 8593
iter 30700 eval tensor(4.8516, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(1.9260, device='cuda:0', dtype=torch.float64) time 8621
iter 30800 eval tensor(4.8538, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(1.9760, device='cuda:0', dtype=torch.float64) time 8649
iter 30900 eval tensor(4.8510, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(1.9055, device='cuda:0', dtype=torch.float64) time 8677
iter 31000 eval tensor(4.8518, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(1.9365, device='cuda:0', dtype=torch.float64) time 8705
iter 31100 eval tensor(4.8550, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(1.9955, device='cuda:0', dtype=torch.float64) time 8734
iter 31200 eval tensor(4.8520, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(1.9270, device='cuda:0', dtype=torch.float64) time 8762
iter 31300 eval tensor(4.8522, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(1.9480, device='cuda:0', dtype=torch.float64) time 8791
iter 31400 eval tensor(4.8529, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(1.9555, device='cuda:0', dtype=torch.float64) time 8819
iter 31500 eval tensor(4.8558, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(2.0250, device='cuda:0', dtype=torch.float64) time 8848
iter 31600 eval tensor(4.8521, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(1.9420, device='cuda:0', dtype=torch.float64) time 8876
iter 31700 eval tensor(4.8520, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(1.9530, device='cuda:0', dtype=torch.float64) time 8904
iter 31800 eval tensor(4.8507, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(1.9160, device='cuda:0', dtype=torch.float64) time 8933
iter 31900 eval tensor(4.8506, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(1.9210, device='cuda:0', dtype=torch.float64) time 8961
iter 32000 eval tensor(4.8526, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(1.9595, device='cuda:0', dtype=torch.float64) time 8989
iter 32100 eval tensor(4.8526, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(1.9450, device='cuda:0', dtype=torch.float64) time 9018
iter 32200 eval tensor(4.8537, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(1.9770, device='cuda:0', dtype=torch.float64) time 9046
iter 32300 eval tensor(4.8525, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(1.9475, device='cuda:0', dtype=torch.float64) time 9074
iter 32400 eval tensor(4.8500, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(1.8990, device='cuda:0', dtype=torch.float64) time 9102
iter 32500 eval tensor(4.8498, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(1.8855, device='cuda:0', dtype=torch.float64) time 9131
iter 32600 eval tensor(4.8553, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(1.9960, device='cuda:0', dtype=torch.float64) time 9159
iter 32700 eval tensor(4.8503, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(1.8970, device='cuda:0', dtype=torch.float64) time 9187
iter 32800 eval tensor(4.8535, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(1.9600, device='cuda:0', dtype=torch.float64) time 9215
iter 32900 eval tensor(4.8516, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(1.9290, device='cuda:0', dtype=torch.float64) time 9244
iter 33000 eval tensor(4.8504, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(1.8990, device='cuda:0', dtype=torch.float64) time 9272
iter 33100 eval tensor(4.8541, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(1.9790, device='cuda:0', dtype=torch.float64) time 9300
iter 33200 eval tensor(4.8498, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(1.8935, device='cuda:0', dtype=torch.float64) time 9328
iter 33300 eval tensor(4.8522, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(1.9550, device='cuda:0', dtype=torch.float64) time 9356
iter 33400 eval tensor(4.8507, device='cuda:0', dtype=torch.float64) best tensor(4.8498, device='cuda:0', dtype=torch.float64) error tensor(1.9305, device='cuda:0', dtype=torch.float64) time 9384
iter 33500 eval tensor(4.8487, device='cuda:0', dtype=torch.float64) best tensor(4.8487, device='cuda:0', dtype=torch.float64) error tensor(1.8740, device='cuda:0', dtype=torch.float64) time 9412
iter 33600 eval tensor(4.8519, device='cuda:0', dtype=torch.float64) best tensor(4.8487, device='cuda:0', dtype=torch.float64) error tensor(1.9390, device='cuda:0', dtype=torch.float64) time 9441
iter 33700 eval tensor(4.8497, device='cuda:0', dtype=torch.float64) best tensor(4.8487, device='cuda:0', dtype=torch.float64) error tensor(1.8940, device='cuda:0', dtype=torch.float64) time 9469
iter 33800 eval tensor(4.8495, device='cuda:0', dtype=torch.float64) best tensor(4.8487, device='cuda:0', dtype=torch.float64) error tensor(1.9005, device='cuda:0', dtype=torch.float64) time 9497
iter 33900 eval tensor(4.8563, device='cuda:0', dtype=torch.float64) best tensor(4.8487, device='cuda:0', dtype=torch.float64) error tensor(2.0425, device='cuda:0', dtype=torch.float64) time 9525
iter 34000 eval tensor(4.8469, device='cuda:0', dtype=torch.float64) best tensor(4.8469, device='cuda:0', dtype=torch.float64) error tensor(1.8405, device='cuda:0', dtype=torch.float64) time 9553
iter 34100 eval tensor(4.8555, device='cuda:0', dtype=torch.float64) best tensor(4.8469, device='cuda:0', dtype=torch.float64) error tensor(2.0150, device='cuda:0', dtype=torch.float64) time 9581
iter 34200 eval tensor(4.8539, device='cuda:0', dtype=torch.float64) best tensor(4.8469, device='cuda:0', dtype=torch.float64) error tensor(1.9840, device='cuda:0', dtype=torch.float64) time 9609
iter 34300 eval tensor(4.8489, device='cuda:0', dtype=torch.float64) best tensor(4.8469, device='cuda:0', dtype=torch.float64) error tensor(1.8785, device='cuda:0', dtype=torch.float64) time 9637
iter 34400 eval tensor(4.8499, device='cuda:0', dtype=torch.float64) best tensor(4.8469, device='cuda:0', dtype=torch.float64) error tensor(1.8905, device='cuda:0', dtype=torch.float64) time 9665
iter 34500 eval tensor(4.8488, device='cuda:0', dtype=torch.float64) best tensor(4.8469, device='cuda:0', dtype=torch.float64) error tensor(1.8730, device='cuda:0', dtype=torch.float64) time 9693
iter 34600 eval tensor(4.8500, device='cuda:0', dtype=torch.float64) best tensor(4.8469, device='cuda:0', dtype=torch.float64) error tensor(1.9010, device='cuda:0', dtype=torch.float64) time 9721
iter 34700 eval tensor(4.8487, device='cuda:0', dtype=torch.float64) best tensor(4.8469, device='cuda:0', dtype=torch.float64) error tensor(1.8780, device='cuda:0', dtype=torch.float64) time 9749
iter 34800 eval tensor(4.8496, device='cuda:0', dtype=torch.float64) best tensor(4.8469, device='cuda:0', dtype=torch.float64) error tensor(1.8950, device='cuda:0', dtype=torch.float64) time 9778
iter 34900 eval tensor(4.8480, device='cuda:0', dtype=torch.float64) best tensor(4.8469, device='cuda:0', dtype=torch.float64) error tensor(1.8620, device='cuda:0', dtype=torch.float64) time 9806
iter 35000 eval tensor(4.8497, device='cuda:0', dtype=torch.float64) best tensor(4.8469, device='cuda:0', dtype=torch.float64) error tensor(1.8970, device='cuda:0', dtype=torch.float64) time 9834
iter 35100 eval tensor(4.8500, device='cuda:0', dtype=torch.float64) best tensor(4.8469, device='cuda:0', dtype=torch.float64) error tensor(1.9110, device='cuda:0', dtype=torch.float64) time 9862
iter 35200 eval tensor(4.8502, device='cuda:0', dtype=torch.float64) best tensor(4.8469, device='cuda:0', dtype=torch.float64) error tensor(1.9070, device='cuda:0', dtype=torch.float64) time 9890
iter 35300 eval tensor(4.8524, device='cuda:0', dtype=torch.float64) best tensor(4.8469, device='cuda:0', dtype=torch.float64) error tensor(1.9460, device='cuda:0', dtype=torch.float64) time 9918
iter 35400 eval tensor(4.8517, device='cuda:0', dtype=torch.float64) best tensor(4.8469, device='cuda:0', dtype=torch.float64) error tensor(1.9345, device='cuda:0', dtype=torch.float64) time 9946
iter 35500 eval tensor(4.8534, device='cuda:0', dtype=torch.float64) best tensor(4.8469, device='cuda:0', dtype=torch.float64) error tensor(1.9700, device='cuda:0', dtype=torch.float64) time 9974
iter 35600 eval tensor(4.8497, device='cuda:0', dtype=torch.float64) best tensor(4.8469, device='cuda:0', dtype=torch.float64) error tensor(1.8965, device='cuda:0', dtype=torch.float64) time 10002
iter 35700 eval tensor(4.8501, device='cuda:0', dtype=torch.float64) best tensor(4.8469, device='cuda:0', dtype=torch.float64) error tensor(1.9010, device='cuda:0', dtype=torch.float64) time 10030
iter 35800 eval tensor(4.8519, device='cuda:0', dtype=torch.float64) best tensor(4.8469, device='cuda:0', dtype=torch.float64) error tensor(1.9415, device='cuda:0', dtype=torch.float64) time 10058
iter 35900 eval tensor(4.8487, device='cuda:0', dtype=torch.float64) best tensor(4.8469, device='cuda:0', dtype=torch.float64) error tensor(1.8705, device='cuda:0', dtype=torch.float64) time 10086
iter 36000 eval tensor(4.8487, device='cuda:0', dtype=torch.float64) best tensor(4.8469, device='cuda:0', dtype=torch.float64) error tensor(1.8770, device='cuda:0', dtype=torch.float64) time 10114
iter 36100 eval tensor(4.8495, device='cuda:0', dtype=torch.float64) best tensor(4.8469, device='cuda:0', dtype=torch.float64) error tensor(1.8840, device='cuda:0', dtype=torch.float64) time 10142
iter 36200 eval tensor(4.8505, device='cuda:0', dtype=torch.float64) best tensor(4.8469, device='cuda:0', dtype=torch.float64) error tensor(1.9050, device='cuda:0', dtype=torch.float64) time 10170
iter 36300 eval tensor(4.8514, device='cuda:0', dtype=torch.float64) best tensor(4.8469, device='cuda:0', dtype=torch.float64) error tensor(1.9380, device='cuda:0', dtype=torch.float64) time 10198
iter 36400 eval tensor(4.8510, device='cuda:0', dtype=torch.float64) best tensor(4.8469, device='cuda:0', dtype=torch.float64) error tensor(1.9215, device='cuda:0', dtype=torch.float64) time 10227
iter 36500 eval tensor(4.8492, device='cuda:0', dtype=torch.float64) best tensor(4.8469, device='cuda:0', dtype=torch.float64) error tensor(1.8880, device='cuda:0', dtype=torch.float64) time 10255
iter 36600 eval tensor(4.8499, device='cuda:0', dtype=torch.float64) best tensor(4.8469, device='cuda:0', dtype=torch.float64) error tensor(1.8980, device='cuda:0', dtype=torch.float64) time 10283
iter 36700 eval tensor(4.8509, device='cuda:0', dtype=torch.float64) best tensor(4.8469, device='cuda:0', dtype=torch.float64) error tensor(1.9210, device='cuda:0', dtype=torch.float64) time 10312
iter 36800 eval tensor(4.8494, device='cuda:0', dtype=torch.float64) best tensor(4.8469, device='cuda:0', dtype=torch.float64) error tensor(1.8770, device='cuda:0', dtype=torch.float64) time 10340
iter 36900 eval tensor(4.8517, device='cuda:0', dtype=torch.float64) best tensor(4.8469, device='cuda:0', dtype=torch.float64) error tensor(1.9270, device='cuda:0', dtype=torch.float64) time 10368
iter 37000 eval tensor(4.8483, device='cuda:0', dtype=torch.float64) best tensor(4.8469, device='cuda:0', dtype=torch.float64) error tensor(1.8560, device='cuda:0', dtype=torch.float64) time 10397
iter 37100 eval tensor(4.8476, device='cuda:0', dtype=torch.float64) best tensor(4.8469, device='cuda:0', dtype=torch.float64) error tensor(1.8430, device='cuda:0', dtype=torch.float64) time 10425
iter 37200 eval tensor(4.8460, device='cuda:0', dtype=torch.float64) best tensor(4.8460, device='cuda:0', dtype=torch.float64) error tensor(1.8025, device='cuda:0', dtype=torch.float64) time 10453
iter 37300 eval tensor(4.8485, device='cuda:0', dtype=torch.float64) best tensor(4.8460, device='cuda:0', dtype=torch.float64) error tensor(1.8605, device='cuda:0', dtype=torch.float64) time 10482
iter 37400 eval tensor(4.8474, device='cuda:0', dtype=torch.float64) best tensor(4.8460, device='cuda:0', dtype=torch.float64) error tensor(1.8280, device='cuda:0', dtype=torch.float64) time 10510
iter 37500 eval tensor(4.8527, device='cuda:0', dtype=torch.float64) best tensor(4.8460, device='cuda:0', dtype=torch.float64) error tensor(1.9430, device='cuda:0', dtype=torch.float64) time 10538
iter 37600 eval tensor(4.8501, device='cuda:0', dtype=torch.float64) best tensor(4.8460, device='cuda:0', dtype=torch.float64) error tensor(1.8980, device='cuda:0', dtype=torch.float64) time 10566
iter 37700 eval tensor(4.8478, device='cuda:0', dtype=torch.float64) best tensor(4.8460, device='cuda:0', dtype=torch.float64) error tensor(1.8560, device='cuda:0', dtype=torch.float64) time 10594
iter 37800 eval tensor(4.8502, device='cuda:0', dtype=torch.float64) best tensor(4.8460, device='cuda:0', dtype=torch.float64) error tensor(1.8965, device='cuda:0', dtype=torch.float64) time 10622
iter 37900 eval tensor(4.8471, device='cuda:0', dtype=torch.float64) best tensor(4.8460, device='cuda:0', dtype=torch.float64) error tensor(1.8365, device='cuda:0', dtype=torch.float64) time 10651
iter 38000 eval tensor(4.8471, device='cuda:0', dtype=torch.float64) best tensor(4.8460, device='cuda:0', dtype=torch.float64) error tensor(1.8370, device='cuda:0', dtype=torch.float64) time 10679
iter 38100 eval tensor(4.8469, device='cuda:0', dtype=torch.float64) best tensor(4.8460, device='cuda:0', dtype=torch.float64) error tensor(1.8355, device='cuda:0', dtype=torch.float64) time 10707
iter 38200 eval tensor(4.8506, device='cuda:0', dtype=torch.float64) best tensor(4.8460, device='cuda:0', dtype=torch.float64) error tensor(1.9165, device='cuda:0', dtype=torch.float64) time 10735
iter 38300 eval tensor(4.8504, device='cuda:0', dtype=torch.float64) best tensor(4.8460, device='cuda:0', dtype=torch.float64) error tensor(1.9045, device='cuda:0', dtype=torch.float64) time 10763
iter 38400 eval tensor(4.8487, device='cuda:0', dtype=torch.float64) best tensor(4.8460, device='cuda:0', dtype=torch.float64) error tensor(1.8725, device='cuda:0', dtype=torch.float64) time 10791
iter 38500 eval tensor(4.8488, device='cuda:0', dtype=torch.float64) best tensor(4.8460, device='cuda:0', dtype=torch.float64) error tensor(1.8710, device='cuda:0', dtype=torch.float64) time 10819
iter 38600 eval tensor(4.8512, device='cuda:0', dtype=torch.float64) best tensor(4.8460, device='cuda:0', dtype=torch.float64) error tensor(1.9325, device='cuda:0', dtype=torch.float64) time 10848
iter 38700 eval tensor(4.8497, device='cuda:0', dtype=torch.float64) best tensor(4.8460, device='cuda:0', dtype=torch.float64) error tensor(1.8965, device='cuda:0', dtype=torch.float64) time 10876
iter 38800 eval tensor(4.8496, device='cuda:0', dtype=torch.float64) best tensor(4.8460, device='cuda:0', dtype=torch.float64) error tensor(1.8945, device='cuda:0', dtype=torch.float64) time 10904
iter 38900 eval tensor(4.8498, device='cuda:0', dtype=torch.float64) best tensor(4.8460, device='cuda:0', dtype=torch.float64) error tensor(1.8930, device='cuda:0', dtype=torch.float64) time 10932
iter 39000 eval tensor(4.8467, device='cuda:0', dtype=torch.float64) best tensor(4.8460, device='cuda:0', dtype=torch.float64) error tensor(1.8405, device='cuda:0', dtype=torch.float64) time 10961
iter 39100 eval tensor(4.8524, device='cuda:0', dtype=torch.float64) best tensor(4.8460, device='cuda:0', dtype=torch.float64) error tensor(1.9695, device='cuda:0', dtype=torch.float64) time 10988
